"00:00:04,280",0.20833333333333334
"00:00:08,810",0.1875
"00:00:11,030",0.5
"00:00:15,620",0.7166666666666667
"00:00:23,240",0.8
"00:00:25,849",0.45
"00:00:30,019",0.13333333333333333
"00:00:32,150",0.2877777777777778
"00:00:35,060",0.21111111111111114
"00:00:50,510",0.0
"00:01:00,139",0.6055555555555555
"00:01:03,860",0.6055555555555555
"00:01:08,990",0.0
"00:01:11,030",0.0
"00:01:14,990",0.0
"00:01:17,960",0.0
"00:01:23,749",0.0
"00:01:27,950",0.3
"00:01:31,880",0.07500000000000001
"00:01:34,999",0.14444444444444446
"00:01:37,310",0.3333333333333333
"00:01:40,219",0.0
"00:01:43,010",0.4
"00:01:46,039",0.3666666666666667
"00:01:49,280",0.3333333333333333
"00:01:53,330",0.0
"00:01:56,899",0.0
"00:01:59,240",0.0
"00:02:01,910",0.2
"00:02:06,660",0.8
"00:02:15,000",0.0
"00:02:19,199",0.425
"00:02:23,160",0.52
"00:02:27,059",0.125
"00:02:30,570",0.0
"00:02:32,610",0.5
"00:02:46,830",0.01874999999999999
"00:02:52,740",0.5
"00:02:54,930",0.5
"00:02:57,330",0.0
"00:03:01,080",0.334375
"00:03:06,630",0.0
"00:03:10,110",0.5
"00:03:12,240",1.0
"00:03:21,090",0.0
"00:03:24,539",0.0
"00:03:29,670",0.2
