"00:00:11,910",0.2
"00:00:30,563",0.0
"00:00:37,403",0.0
"00:00:41,341",0.0
"00:00:44,144",-0.25
"00:00:46,812",0.0
"00:00:48,914",0.0
"00:00:51,150",-0.3125
"00:00:58,357",0.5
"00:01:01,728",0.2
"00:01:03,729",0.0
"00:01:08,801",0.0
"00:01:19,679",0.0
"00:01:22,515",0.0
"00:01:27,986",0.0
"00:01:30,856",0.2
"00:01:37,163",0.5
"00:01:42,835",0.4928571428571428
"00:01:47,573",-0.1875
"00:01:49,575",0.0
"00:01:54,580",0.16
"00:01:56,749",0.0
"00:02:04,189",0.25
"00:02:06,625",0.25
"00:02:11,297",0.0
"00:02:17,636",0.0
"00:02:22,508",0.0
"00:02:25,144",0.0
"00:02:33,018",0.0
"00:02:35,688",0.1
"00:02:41,427",-0.125
"00:02:44,664",-0.05
"00:02:46,932",0.2
"00:02:59,979",0.0
"00:03:02,648",0.0
"00:03:12,992",0.0
"00:03:15,661",-0.3125
"00:03:21,301",0.0
