"00:00:11,780",0.0
"00:00:14,289",0.0
"00:00:17,510",0.0
"00:00:22,040",0.0
"00:00:24,320",0.0
"00:00:34,310",0.0
"00:00:36,740",0.0
"00:00:40,010",0.2857142857142857
"00:00:42,410",0.02440476190476189
"00:00:45,139",-0.10625
"00:00:47,600",-0.15714285714285714
"00:00:52,069",0.2857142857142857
"00:00:54,529",0.2857142857142857
"00:00:57,830",0.7
"00:01:00,290",0.0
"00:01:10,039",0.45
"00:01:14,810",0.39285714285714285
"00:01:17,300",0.49523809523809526
"00:01:20,990",0.7
"00:01:23,289",0.0
"00:01:26,749",-0.25
"00:01:28,850",-0.25
"00:01:33,170",0.0
"00:01:37,640",0.5
"00:01:40,280",0.2619047619047619
"00:01:43,280",0.19047619047619047
"00:01:45,950",0.2857142857142857
"00:01:47,960",0.0
"00:01:51,109",0.0
"00:01:53,359",0.0
"00:01:55,850",0.08333333333333334
"00:02:01,030",0.12222222222222223
"00:02:08,120",0.4666666666666667
"00:02:15,650",0.5111111111111111
"00:02:21,050",0.5
"00:02:23,690",0.5
"00:02:27,890",0.5
"00:02:31,070",0.5
"00:02:34,790",0.2857142857142857
"00:02:37,160",0.2857142857142857
"00:02:39,770",0.0
"00:02:43,100",0.0
"00:02:45,710",0.0
"00:02:48,350",0.0
"00:02:51,530",0.3
"00:02:53,810",0.3666666666666667
"00:02:55,910",0.5666666666666667
"00:03:11,250",0.7
"00:03:25,930",-0.25
"00:03:30,100",0.0
"00:03:36,490",0.0
"00:03:38,800",0.5
"00:03:42,130",0.5
"00:03:45,460",0.0
"00:03:50,620",0.0
"00:03:53,380",0.0
"00:03:58,630",0.0
"00:04:00,760",0.5
"00:04:03,690",0.5
"00:04:08,050",0.5
"00:04:15,210",0.5
"00:04:18,490",0.0
"00:04:20,860",0.5
"00:04:23,410",0.25
"00:04:29,320",0.0
"00:04:36,240",0.30000000000000004
"00:04:40,630",0.30000000000000004
"00:04:42,700",0.0
"00:04:46,900",0.0
"00:04:49,150",0.0
"00:04:52,690",0.0
"00:04:56,050",0.0
"00:04:59,950",0.0
"00:05:04,409",0.3
"00:05:10,090",0.25
"00:05:13,630",0.15000000000000002
"00:05:17,530",0.1
"00:05:22,330",0.0
"00:05:28,330",0.0
"00:05:33,470",0.2857142857142857
"00:05:39,100",0.2857142857142857
"00:05:42,890",-0.35714285714285715
"00:05:48,230",0.25
"00:05:50,600",0.25
"00:05:53,630",0.0
"00:05:56,330",0.0
"00:06:01,160",0.5
"00:06:07,730",0.5
"00:06:12,620",0.0
"00:06:15,080",0.3076923076923077
"00:06:18,830",0.3076923076923077
"00:06:22,540",0.0
"00:06:45,250",0.0
"00:06:47,620",0.0
"00:06:51,190",0.0
"00:06:53,440",0.0
"00:07:01,090",0.0
"00:07:03,880",0.0
"00:07:07,120",0.0
"00:07:11,380",0.0
"00:07:13,840",0.0
"00:07:16,680",0.0
"00:07:19,720",0.8
"00:07:23,400",-0.17857142857142858
"00:07:29,420",0.2607142857142857
"00:07:37,910",0.7
