"00:00:07,130",1.0
"00:00:12,560",-0.048148148148148155
"00:00:14,959",0.12222222222222222
"00:00:17,540",0.1
"00:00:20,359",0.0
"00:00:24,480",0.03125
"00:00:26,690",-0.0763888888888889
"00:00:28,800",-0.2916666666666667
"00:00:31,500",0.0
"00:00:34,170",-0.05555555555555555
"00:00:37,170",0.09583333333333335
"00:00:42,030",0.30000000000000004
"00:00:44,820",0.43333333333333335
"00:00:48,479",0.7
"00:00:52,040",0.0
"00:00:54,470",0.35
"00:00:59,479",0.0
"00:01:03,470",0.0
"00:01:05,870",0.0
"00:01:08,120",0.0
"00:01:10,399",0.0
"00:01:15,380",0.0
"00:01:18,300",0.0
"00:01:20,350",0.0
"00:01:28,670",0.1
"00:01:34,270",0.3
"00:01:38,110",0.5
"00:01:40,360",0.35
"00:01:45,250",-0.3125
"00:01:49,180",0.525
"00:01:52,800",0.0
"00:02:00,760",-0.1
"00:02:11,790",0.0
"00:02:13,800",0.5
"00:02:17,580",0.39285714285714285
"00:02:19,920",0.5428571428571429
