Id,URL,Title,Audio,Captions,Polarity,Pickle
95,https://www.youtube.com/watch?v=LUtcigWSBsw,John Legend: Success through effort,audio/95.wav,subtitles/95.srt,polarity_csv/polarity_95.csv,pickle_lists/polarity_95.p
96,https://www.youtube.com/watch?v=KeVbGVF8F5g,Smiling Too Much During Interviews,audio/96.wav,subtitles/96.srt,polarity_csv/polarity_96.csv,pickle_lists/polarity_96.p
97,https://www.youtube.com/watch?v=reU_mmrWmuw,Dyslexia Success Story | Dyslexia Math Whiz,audio/97.wav,subtitles/97.srt,polarity_csv/polarity_97.csv,pickle_lists/polarity_97.p
98,https://www.youtube.com/watch?v=_R6R62qUgIs,Redefining Happiness | Street Philosophy With Jay Shetty,audio/98.wav,subtitles/98.srt,polarity_csv/polarity_98.csv,pickle_lists/polarity_98.p
99,https://www.youtube.com/watch?v=LiCbDG7BIlw,How to Be Happy,audio/99.wav,subtitles/99.srt,polarity_csv/polarity_99.csv,pickle_lists/polarity_99.p
100,https://www.youtube.com/watch?v=UMv8dhG6JmA,How To Handle Disappointment - Lysa Terkeurst,audio/100.wav,subtitles/100.srt,polarity_csv/polarity_100.csv,pickle_lists/polarity_100.p
101,https://www.youtube.com/watch?v=afA1HcMeDKM,WHEN NEWS REPORTERS LOSE CONTROL,audio/101.wav,subtitles/101.srt,polarity_csv/polarity_101.csv,pickle_lists/polarity_101.p
102,https://www.youtube.com/watch?v=Ddzf9Mm4hdY,Jordan Peterson calmly dismantles feminism infront of two feminists,audio/102.wav,subtitles/102.srt,polarity_csv/polarity_102.csv,pickle_lists/polarity_102.p
103,https://www.youtube.com/watch?v=McMLWkOMIN8,1/3 The Iceman Confessions Of A Mafia Hitman 2001 - InTheMafia.COM,audio/103.wav,subtitles/103.srt,polarity_csv/polarity_103.csv,pickle_lists/polarity_103.p
105,https://www.youtube.com/watch?v=Ma_RpEcm7NY,Sirhan Sirhan Reveals Why He Killed Bobby Kennedy in 1989 Interview,audio/105.wav,subtitles/105.srt,polarity_csv/polarity_105.csv,pickle_lists/polarity_105.p
104,https://www.youtube.com/watch?v=jX8hxcCSjog,Inside Wiz Khalifa's $4.6 Million L.A. House | Open Door,audio/104.wav,subtitles/104.srt,polarity_csv/polarity_104.csv,pickle_lists/polarity_104.p
106,https://www.youtube.com/watch?v=FlabnSAzdec,Surprise! Ice Cube & Kevin Hart in disguise || STEVE HARVEY,audio/106.wav,subtitles/106.srt,polarity_csv/polarity_106.csv,pickle_lists/polarity_106.p
107,https://www.youtube.com/watch?v=soBb4X5Hb6k,Francia Raisa Explains How She Became Selena Gomez's Kidney Donor | Body Stories | SELF,audio/107.wav,subtitles/107.srt,polarity_csv/polarity_107.csv,pickle_lists/polarity_107.p
108,https://www.youtube.com/watch?v=QZq2X-Vl7Bg,You won’t believe who interrupted our interview with Simon Pegg... | Spoiler Alert!,audio/108.wav,subtitles/108.srt,polarity_csv/polarity_108.csv,pickle_lists/polarity_108.p
109,https://www.youtube.com/watch?v=DVdeKgrYvvg,Howard Stern Show - Wolfie Interviews Dopey & Racist NASCAR Fans\,audio/109.wav,subtitles/109.srt,polarity_csv/polarity_109.csv,pickle_lists/polarity_109.p
110,https://www.youtube.com/watch?v=EgI_KAkSyCw,Zuckerberg's Senate hearing highlights in 10 minutes,audio/110.wav,subtitles/110.srt,polarity_csv/polarity_110.csv,pickle_lists/polarity_110.p
111,https://www.youtube.com/watch?v=5BRDSvO_eDA&t=114s,How a Gang of Skinheads Forever Changed the Course | The Oprah Winfrey Show | Oprah Winfrey Network,audio/111.wav,subtitles/111.srt,polarity_csv/polarity_111.csv,pickle_lists/polarity_111.p
112,https://www.youtube.com/watch?v=UOBuOmOAI6c,Actor Jonah Hill Freaks Out durring interview,audio/112.wav,subtitles/112.srt,polarity_csv/polarity_112.csv,pickle_lists/polarity_112.p
113,https://www.youtube.com/watch?v=wCvBveM9BVM,Macaulay Culkin Netflix and Chills with Home Alone for Girlfriend,audio/113.wav,subtitles/113.srt,polarity_csv/polarity_113.csv,pickle_lists/polarity_113.p
114,https://www.youtube.com/watch?v=Ivr1QI1d2sU,Ryan Gosling Is Always High,audio/114.wav,subtitles/102.srt,polarity_csv/polarity_114.csv,pickle_lists/polarity_114.p
115,https://www.youtube.com/watch?v=zj7jVB-ZnZg,Jamie Foxx Showed Diddy How To Party On A Budget,audio/115.wav,subtitles/115.srt,polarity_csv/polarity_115.csv,pickle_lists/polarity_115.p
116,https://www.youtube.com/watch?v=1EU9NNomTGM,Jackie Chan Hilariously Critiques Amateur Stunt People,audio/116.wav,subtitles/116.srt,polarity_csv/polarity_116.csv,pickle_lists/polarity_116.p
117,https://www.youtube.com/watch?v=x2R9IVv2h50,Quentin Tarantino Freaks Out on Reporter,audio/117.wav,subtitles/117.srt,polarity_csv/polarity_117.csv,pickle_lists/polarity_117.p
118,https://www.youtube.com/watch?v=jHcoEY6gJJ0,Rebecca Bender's Story - Human Trafficking Survivor,audio/118.wav,subtitles/118.srt,polarity_csv/polarity_118.csv,pickle_lists/polarity_118.p
119,https://www.youtube.com/watch?v=op_lku6xuAg,Teen Speaks Out About Abusive Adoptive Dad - Crime Watch Daily With Chris Hansen (Pt 1),audio/119.wav,subtitles/119.srt,polarity_csv/polarity_119.csv,pickle_lists/polarity_119.p
120,https://www.youtube.com/watch?v=CWdBMHKrsIo,US Media on Luka after First NBA Games,audio/120.wav,subtitles/120.srt,polarity_csv/polarity_120.csv,pickle_lists/polarity_120.p
121,https://www.youtube.com/watch?v=lGtGif1q40Y,Kobe Bryant: Criminal charges changed me,audio/121.wav,subtitles/121.srt,polarity_csv/polarity_121.csv,pickle_lists/polarity_121.p
122,https://www.youtube.com/watch?v=Ctur9u9ERcs,Mark Battles On Indianapolis Hip Hop and Rap Music: We Ain't Even Had A One Hit Wonder- That's Sad,audio/122.wav,subtitles/122.srt,polarity_csv/polarity_122.csv,pickle_lists/polarity_122.p
123,https://www.youtube.com/watch?v=H4I8Wz39bMo,Blake Fielder-Civil Describes Amy Winehouse's Struggle With Drugs | The Jeremy Kyle Show,audio/123.wav,subtitles/123.srt,polarity_csv/polarity_123.csv,pickle_lists/polarity_123.p
124,https://www.youtube.com/watch?v=6oEtF8FdqpA,Autism Debate with Jenny McCarthy on 'The Doctors' (Part 1),audio/124.wav,subtitles/124.srt,polarity_csv/polarity_124.csv,pickle_lists/polarity_124.p
125,https://www.youtube.com/watch?v=pkFJvHepN2g,Russell Brand Eloquently Owns Bill Maher and his Entire Panel,audio/125.wav,subtitles/125.srt,polarity_csv/polarity_125.csv,pickle_lists/polarity_125.p
