@RELATION svm5Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {positive,neutral,negative}

@DATA
0.156383,0.030568,3.114031,0.243135,0.211680,1.089627,0.013010,0.240578,-23.884906,1.760880,-0.633197,-0.154569,-0.324432,0.214907,0.039986,-0.177804,0.041071,0.008138,-0.048482,-0.024897,-0.078538,0.013011,0.007195,0.015071,0.016005,0.013437,0.010614,0.017852,0.009459,0.012861,0.016605,0.014906,0.010596,0.017544,0.098951,0.014944,0.224790,0.094655,0.036333,0.549381,0.006882,0.169503,1.228922,0.804750,0.660517,0.373019,0.427809,0.267185,0.201663,0.314553,0.225710,0.236934,0.238303,0.251330,0.252540,0.017035,0.010884,0.019811,0.023081,0.016778,0.014796,0.019585,0.020048,0.014033,0.015340,0.014203,0.014867,0.008696,positive
0.152636,0.030006,3.203327,0.252029,0.216882,1.527218,0.006905,0.265521,-22.891567,0.524244,-0.796744,0.003129,-0.046987,0.234609,-0.024372,-0.064831,0.022487,0.005124,0.062463,0.223469,-0.023272,0.011521,0.005433,0.035846,0.007981,0.008372,0.013124,0.026296,0.009402,0.011084,0.008026,0.015397,0.006827,0.020941,0.037490,0.014106,0.140543,0.032057,0.017223,0.363016,0.003606,0.088491,0.629048,0.594259,0.382970,0.420906,0.386738,0.302192,0.335757,0.299031,0.305430,0.334854,0.351594,0.290222,0.274638,0.011982,0.008313,0.036108,0.009314,0.012792,0.018835,0.028080,0.013535,0.013795,0.009328,0.011958,0.006786,0.012177,positive
0.113329,0.026320,2.939480,0.202461,0.205630,0.823952,0.013544,0.148750,-24.766102,1.697777,-0.989908,0.101145,-0.246250,-0.060566,0.468351,-0.287857,0.015247,0.112780,-0.296274,0.025054,-0.098757,0.010905,0.009733,0.007164,0.003957,0.008767,0.017209,0.010791,0.006488,0.005298,0.028295,0.038983,0.008443,0.018262,0.041600,0.019130,0.334753,0.039774,0.033251,0.398390,0.006438,0.065716,1.791364,1.096729,0.681280,0.466977,0.417289,0.316618,0.356759,0.259926,0.300415,0.179729,0.174794,0.241627,0.320844,0.011142,0.015992,0.006573,0.003978,0.005307,0.023165,0.010172,0.010174,0.004206,0.030827,0.035713,0.008473,0.009057,neutral
0.133663,0.042291,3.069597,0.223467,0.214006,0.715687,0.016729,0.191661,-24.567334,2.710665,-0.399592,-0.258601,-0.472717,0.232433,0.476102,-0.038449,0.063001,-0.050451,-0.075041,0.100754,0.005472,0.007121,0.006145,0.017277,0.015362,0.024695,0.022497,0.044154,0.003477,0.010819,0.014073,0.008567,0.008584,0.022548,0.143284,0.041050,0.215502,0.135166,0.050537,0.738274,0.009773,0.258155,2.098190,0.633279,0.939000,0.419746,0.521369,0.284147,0.293906,0.232960,0.220733,0.223742,0.206830,0.179862,0.228619,0.008996,0.007174,0.023748,0.019468,0.025263,0.034579,0.041482,0.006857,0.020228,0.015009,0.007434,0.014492,0.009531,neutral
0.175393,0.017033,2.993496,0.269928,0.248383,0.820961,0.012842,0.282339,-27.611215,2.904775,0.470271,0.062649,-0.364502,0.101731,0.273949,0.094941,0.085963,0.030622,-0.067356,-0.015812,0.065321,0.021568,0.007710,0.054017,0.012556,0.029295,0.019003,0.024492,0.000826,0.004837,0.010115,0.014841,0.006598,0.023201,0.174065,0.026387,0.256869,0.160120,0.065385,0.880011,0.008591,0.329879,3.073259,0.965012,0.747342,0.285957,0.533443,0.195596,0.253454,0.206769,0.311164,0.156364,0.155375,0.130994,0.168355,0.025569,0.011397,0.049555,0.017167,0.020272,0.024234,0.026046,0.001016,0.005837,0.012745,0.016537,0.015578,0.012848,neutral
0.131705,0.014911,3.049308,0.227928,0.231558,0.854116,0.011713,0.197313,-26.157909,2.722575,-0.401106,0.140674,-0.369892,0.216215,0.297598,-0.081294,0.120116,0.141089,-0.010792,0.045424,0.113640,0.010259,0.005528,0.027867,0.018136,0.041832,0.017000,0.025142,0.003569,0.010034,0.017331,0.011711,0.006281,0.021851,0.107134,0.014164,0.226283,0.098203,0.030967,0.663233,0.006569,0.198487,2.178453,0.858669,0.760930,0.364448,0.416716,0.279706,0.287749,0.236150,0.304680,0.296070,0.224992,0.215302,0.202385,0.014170,0.007817,0.028377,0.020519,0.034832,0.023778,0.022955,0.005921,0.013830,0.018803,0.009667,0.008453,0.010406,neutral
0.119775,0.017870,2.762137,0.217266,0.239348,0.874042,0.012861,0.184750,-26.636711,2.904141,-0.016443,0.245690,-0.553294,0.400676,0.168815,-0.023533,0.255169,0.004999,-0.316217,0.057957,0.255911,0.017588,0.009157,0.059957,0.025305,0.036607,0.007335,0.016167,0.001682,0.006136,0.010424,0.013636,0.004890,0.022960,0.056837,0.013637,0.613019,0.049597,0.023924,0.582085,0.009303,0.133525,1.511122,0.725585,0.393109,0.374631,0.370485,0.246763,0.386424,0.184781,0.174643,0.234604,0.253842,0.169630,0.216634,0.015121,0.012577,0.039701,0.034433,0.023290,0.008309,0.011093,0.002522,0.004076,0.009827,0.007005,0.004294,0.009874,neutral
0.145435,0.018306,3.042926,0.240835,0.237177,1.042303,0.013716,0.263625,-26.915824,2.592437,-0.139408,0.077330,-0.298882,0.119782,0.277722,0.089627,0.288531,-0.010722,-0.094915,-0.009120,-0.022612,0.013702,0.015311,0.024694,0.009687,0.026498,0.007660,0.030964,0.003965,0.008385,0.019709,0.018884,0.010222,0.019299,0.088085,0.026177,0.272318,0.092474,0.040608,0.786449,0.009355,0.206298,3.000768,1.031314,0.552443,0.399522,0.422882,0.265905,0.245506,0.257101,0.290249,0.181012,0.209494,0.171209,0.194726,0.014061,0.023510,0.026981,0.012922,0.027580,0.008300,0.026771,0.007131,0.012432,0.017077,0.017191,0.015078,0.008848,neutral
0.121370,0.010306,2.930879,0.213208,0.229164,0.712124,0.011875,0.179219,-28.177494,2.885363,0.338136,-0.037068,-0.507982,0.261052,-0.016569,0.117518,0.065434,0.099738,-0.103820,0.001450,0.025954,0.018379,0.008033,0.042001,0.017428,0.032299,0.012555,0.030399,0.002477,0.007650,0.016899,0.024780,0.010776,0.022653,0.079037,0.013334,0.369596,0.090872,0.053288,0.597593,0.007413,0.179036,3.743133,0.709206,0.696068,0.410124,0.492871,0.281920,0.385542,0.210066,0.292826,0.203548,0.209477,0.167723,0.198738,0.019567,0.008657,0.034297,0.020047,0.023059,0.013786,0.027100,0.004462,0.009198,0.014011,0.023598,0.017355,0.008123,neutral
0.176345,0.006856,3.199107,0.252078,0.217458,1.674080,0.005301,0.298542,-25.103799,1.189567,-0.667763,0.004925,-0.222949,0.074051,0.071238,-0.261054,0.185986,-0.071960,-0.188811,-0.058628,-0.147170,0.010731,0.006870,0.018947,0.013251,0.017228,0.005835,0.011036,0.004263,0.016447,0.018268,0.011312,0.006294,0.011549,0.039195,0.006078,0.118112,0.030460,0.017506,0.437881,0.002809,0.095657,0.737727,0.549468,0.349131,0.260467,0.316293,0.143951,0.182532,0.231827,0.176250,0.238240,0.143764,0.183665,0.145481,0.010591,0.004107,0.016349,0.012111,0.015312,0.004857,0.010034,0.004106,0.012729,0.014704,0.007336,0.004410,0.005487,neutral
0.102670,0.029516,3.120732,0.196714,0.198719,0.863818,0.013434,0.179875,-23.638374,1.905333,-0.478990,-0.081325,-0.524465,0.449557,0.324417,-0.118509,-0.271863,-0.050625,-0.158838,0.229299,-0.025653,0.005748,0.004377,0.033528,0.014134,0.030236,0.047910,0.020708,0.006399,0.011647,0.008740,0.005466,0.003262,0.027750,0.045938,0.019309,0.142835,0.047832,0.037767,0.391165,0.007833,0.120846,1.306633,0.783008,0.659068,0.407104,0.312780,0.253425,0.394126,0.240594,0.244034,0.199744,0.215002,0.258985,0.189219,0.005945,0.004401,0.045419,0.014750,0.034308,0.045862,0.023054,0.009108,0.016589,0.010850,0.005089,0.002306,0.013367,neutral
0.124273,0.032972,3.015858,0.229320,0.237416,0.722741,0.016869,0.187344,-25.252631,2.976489,-0.391863,-0.135043,-0.069807,0.149699,0.013887,-0.026689,0.013172,0.102652,0.046137,0.110310,-0.013926,0.009008,0.007725,0.022673,0.020976,0.030405,0.027093,0.028558,0.003744,0.008879,0.017066,0.010267,0.008347,0.022995,0.116670,0.028499,0.247429,0.117257,0.032877,0.824292,0.010397,0.242887,2.319897,1.013748,0.728325,0.505158,0.399102,0.309403,0.302572,0.187075,0.236922,0.196881,0.212453,0.183178,0.195373,0.012266,0.017237,0.026755,0.021705,0.026753,0.034049,0.028915,0.005500,0.011932,0.015612,0.010735,0.017056,0.013445,neutral
0.137025,0.008361,3.006864,0.241220,0.240731,0.785341,0.011501,0.209240,-27.689839,2.982652,0.008809,0.225162,-0.293170,0.146942,0.258818,0.155654,0.072204,0.108686,0.048831,0.074289,0.011579,0.018383,0.010470,0.055299,0.013738,0.040418,0.009690,0.018484,0.003041,0.005620,0.014484,0.019512,0.005833,0.023323,0.124899,0.010126,0.282634,0.119336,0.036912,0.663167,0.007175,0.235420,2.476612,0.731108,0.655924,0.341746,0.453777,0.234699,0.275264,0.235741,0.304984,0.265353,0.270515,0.221685,0.175780,0.021814,0.014508,0.042783,0.018603,0.024405,0.013515,0.015806,0.004644,0.005693,0.017465,0.019637,0.008228,0.010254,neutral
0.122975,0.039899,2.872421,0.226306,0.229702,0.767842,0.012528,0.191929,-24.775986,3.056648,-0.143574,0.202070,-0.459809,0.304197,0.444652,-0.124814,0.124756,0.157037,-0.065951,0.046553,0.216587,0.017967,0.006465,0.045114,0.012352,0.043155,0.012504,0.021310,0.003048,0.012371,0.011558,0.009957,0.009192,0.020782,0.106115,0.035562,0.449497,0.101348,0.033574,0.670276,0.008214,0.205953,2.282601,1.008999,0.672054,0.298752,0.519204,0.263514,0.323939,0.266769,0.326846,0.178194,0.249810,0.221427,0.215493,0.023185,0.009052,0.030401,0.015916,0.029074,0.015048,0.018719,0.003817,0.013562,0.012566,0.007292,0.013958,0.008551,neutral
0.172513,0.028309,3.019468,0.262500,0.234367,0.966719,0.014094,0.264210,-26.440669,2.610036,0.263120,0.141488,-0.396041,0.076302,0.114392,-0.050148,0.182448,0.004507,0.023029,0.023599,0.069841,0.013177,0.005425,0.035787,0.017528,0.030320,0.017052,0.024730,0.001510,0.008060,0.019169,0.019572,0.005629,0.022156,0.148831,0.025769,0.306925,0.122290,0.033602,0.727606,0.008076,0.231006,2.361423,0.960274,0.639014,0.300986,0.411951,0.212185,0.347899,0.252817,0.366560,0.253221,0.215102,0.186745,0.159208,0.016810,0.008490,0.034100,0.023810,0.030839,0.029238,0.024501,0.002447,0.009573,0.018266,0.020232,0.007953,0.013615,neutral
0.219762,0.013149,3.170452,0.308689,0.236165,2.017071,0.004020,0.367371,-24.165070,-0.197180,-0.894118,0.127950,-0.059363,0.229461,-0.118536,-0.033469,0.078944,0.003868,-0.164239,-0.038768,-0.021429,0.013326,0.007286,0.010366,0.007803,0.011093,0.004868,0.008480,0.005177,0.005991,0.010450,0.009296,0.010306,0.009394,0.033873,0.010608,0.104339,0.030889,0.011927,0.330207,0.001861,0.081881,1.130828,0.678038,0.400586,0.282727,0.310943,0.215593,0.233688,0.226499,0.209867,0.198354,0.177585,0.172136,0.196177,0.015385,0.006968,0.009437,0.007467,0.012661,0.002927,0.007938,0.004672,0.004962,0.008812,0.006746,0.011050,0.005899,neutral
0.141285,0.031522,2.961736,0.230447,0.226837,0.904832,0.013181,0.206138,-24.227087,1.961721,-0.041234,-0.302698,-0.766649,0.244911,-0.056815,0.138481,0.010003,-0.000664,0.000201,0.089241,-0.041061,0.014250,0.012085,0.014355,0.020696,0.023362,0.022899,0.020913,0.001701,0.006334,0.015809,0.015552,0.016739,0.020442,0.082479,0.029482,0.418522,0.084698,0.036768,0.744567,0.008169,0.191692,1.745785,1.032468,0.641001,0.480033,0.475057,0.286239,0.332070,0.258494,0.238170,0.214806,0.207365,0.215880,0.180508,0.019212,0.013567,0.018513,0.032413,0.026403,0.029975,0.022856,0.001695,0.008821,0.019382,0.017239,0.023670,0.010287,neutral
0.131034,0.027903,3.009455,0.216657,0.215087,0.764881,0.014834,0.199500,-25.172370,2.629038,-0.276284,-0.125522,-0.151922,0.206228,0.157501,-0.207030,-0.166576,-0.100886,0.041038,0.042872,0.001491,0.011336,0.004374,0.016283,0.021664,0.021635,0.025468,0.036870,0.013084,0.008007,0.016483,0.022242,0.003993,0.025525,0.138121,0.022414,0.294878,0.123575,0.046204,0.682078,0.006701,0.234687,2.279150,0.699802,0.866481,0.360298,0.445327,0.347040,0.295322,0.329855,0.264205,0.242504,0.208035,0.257149,0.228833,0.016027,0.008013,0.016843,0.033902,0.021821,0.030802,0.034828,0.027276,0.007841,0.021205,0.035068,0.005324,0.012207,neutral
0.114620,0.039437,3.026641,0.197968,0.211025,0.607879,0.013811,0.140937,-24.307673,2.640097,-0.476026,-0.146380,-0.405337,0.395520,0.211403,-0.161456,-0.042468,-0.163045,-0.034329,0.102228,0.028518,0.005805,0.001626,0.010992,0.021171,0.022784,0.009570,0.015933,0.012095,0.017775,0.032381,0.026446,0.003712,0.022069,0.105757,0.039190,0.299537,0.080167,0.047819,0.506016,0.008668,0.157536,1.990239,0.580236,0.778139,0.363555,0.373005,0.265553,0.276761,0.276469,0.169719,0.259489,0.217356,0.219862,0.159434,0.006321,0.001345,0.008649,0.026713,0.027339,0.015427,0.019299,0.023290,0.021830,0.030699,0.033256,0.004488,0.009693,neutral
0.100040,0.086764,3.208730,0.210069,0.239113,0.603927,0.016671,0.140554,-25.539759,2.629377,-1.211438,-0.473307,-0.137844,0.149942,0.164800,-0.136323,-0.425239,0.161979,0.041555,-0.091067,-0.239551,0.011426,0.002604,0.009838,0.010401,0.020001,0.034090,0.045976,0.007155,0.005901,0.009715,0.013908,0.011236,0.023351,0.047764,0.078560,0.166365,0.062448,0.041395,0.345956,0.013403,0.108164,3.689719,0.532448,0.905699,0.377680,0.240685,0.164538,0.236121,0.197922,0.246139,0.216400,0.233544,0.152103,0.173160,0.007905,0.003062,0.011904,0.010864,0.019209,0.039714,0.045248,0.009727,0.005673,0.012172,0.014739,0.006547,0.018065,neutral
0.097358,0.024803,3.036726,0.195854,0.238074,0.389246,0.019957,0.108333,-26.466471,3.747653,-0.266158,-0.105227,-0.210249,-0.008674,0.011082,-0.140021,-0.153356,-0.055466,-0.037478,-0.048367,-0.091780,0.020227,0.006496,0.026889,0.014614,0.058692,0.029967,0.023051,0.007392,0.009284,0.011365,0.018943,0.007958,0.030485,0.087820,0.021194,0.230648,0.078198,0.034135,0.435895,0.013431,0.135679,2.324109,0.734102,0.848567,0.339621,0.443011,0.219913,0.362809,0.201833,0.214178,0.164581,0.255527,0.212086,0.252037,0.026244,0.009281,0.039707,0.019979,0.057555,0.036495,0.018725,0.011624,0.013499,0.011906,0.021621,0.010205,0.015666,neutral
0.108705,0.026849,3.041550,0.209673,0.223578,0.570791,0.016150,0.165831,-25.540420,3.464553,-0.150328,0.042321,-0.217787,0.044462,0.155062,0.138016,0.210512,0.096703,-0.016282,0.044276,0.008381,0.022697,0.012236,0.052566,0.011840,0.043808,0.009017,0.021065,0.001947,0.004635,0.014090,0.018152,0.006004,0.027071,0.126830,0.023756,0.232044,0.121760,0.033634,0.604192,0.009390,0.217340,1.298335,0.868536,0.739565,0.420871,0.581095,0.278256,0.357300,0.281213,0.235170,0.269925,0.223799,0.180723,0.138763,0.031404,0.020162,0.039571,0.012345,0.035025,0.014782,0.024240,0.003176,0.004167,0.021454,0.018688,0.009744,0.012313,neutral
0.139986,0.020274,3.085946,0.246027,0.244443,0.816758,0.012750,0.202966,-26.761459,2.829226,-0.498745,-0.084279,-0.017431,0.021337,0.014044,0.025291,-0.000074,0.070870,0.040302,-0.006539,-0.044479,0.016335,0.007984,0.009277,0.006661,0.016564,0.021893,0.045530,0.006051,0.008005,0.028842,0.013493,0.004905,0.024718,0.100301,0.019090,0.351781,0.089400,0.026501,0.648834,0.010716,0.192568,3.013634,0.774956,0.977692,0.408639,0.403892,0.237787,0.241774,0.216394,0.266633,0.260194,0.259377,0.225617,0.242449,0.024671,0.008101,0.013454,0.010012,0.019510,0.021541,0.031070,0.016404,0.014864,0.032617,0.013941,0.006248,0.012488,neutral
0.178765,0.014495,3.209358,0.266463,0.209171,1.590227,0.005997,0.287771,-23.980334,0.004924,-1.172789,-0.099488,-0.088162,0.057381,-0.136622,-0.104946,-0.134914,-0.163331,-0.055375,0.046304,-0.303509,0.007474,0.006326,0.007395,0.012250,0.003947,0.005300,0.012167,0.018102,0.008266,0.007437,0.005675,0.004028,0.010312,0.033336,0.005790,0.123774,0.025600,0.019283,0.329078,0.003857,0.066113,0.481552,0.478416,0.294611,0.284058,0.229503,0.251719,0.248013,0.269781,0.165055,0.205986,0.245749,0.177794,0.189485,0.007073,0.007221,0.005048,0.011296,0.003064,0.004813,0.017118,0.020678,0.014359,0.010760,0.003899,0.003906,0.006806,neutral
0.139327,0.041335,3.159842,0.238963,0.213858,1.396309,0.008550,0.226306,-22.628114,0.698345,-1.023018,-0.257858,-0.361130,0.251311,-0.175127,-0.140968,-0.128724,-0.115801,-0.217963,-0.010879,-0.191213,0.017522,0.007268,0.010092,0.009781,0.012510,0.011812,0.017139,0.011509,0.009095,0.013606,0.013431,0.012017,0.016306,0.035850,0.021584,0.153741,0.033407,0.018231,0.426331,0.004606,0.061628,0.828360,0.639608,0.484700,0.306147,0.443601,0.294949,0.250774,0.276716,0.274621,0.310009,0.280639,0.430477,0.307310,0.023566,0.007516,0.010628,0.016884,0.020525,0.012169,0.018585,0.014109,0.015549,0.018728,0.014977,0.014045,0.009997,neutral
0.069535,0.043660,3.024997,0.168991,0.205669,0.409097,0.019122,0.089531,-24.491991,2.822218,-0.637583,-0.310200,-0.681323,0.154120,0.175903,-0.047882,-0.034101,0.087467,-0.187607,0.008942,-0.246090,0.027846,0.014423,0.021929,0.011931,0.011275,0.014407,0.024443,0.007404,0.014819,0.017118,0.022632,0.016646,0.024042,0.025001,0.033413,0.250077,0.033762,0.030874,0.260732,0.009664,0.046574,2.266783,0.664402,0.669576,0.401881,0.463682,0.315603,0.304027,0.295769,0.262540,0.254964,0.224550,0.260673,0.244290,0.027580,0.016873,0.029068,0.014365,0.011165,0.014151,0.027640,0.019616,0.021519,0.019497,0.027596,0.020813,0.011237,neutral
0.114761,0.018654,2.913372,0.203359,0.214907,0.567412,0.020270,0.155266,-25.647415,3.155470,0.024234,-0.212673,-0.378532,0.166975,-0.083040,0.026386,0.004165,-0.083381,-0.041355,0.055781,-0.044241,0.016130,0.006000,0.039341,0.020858,0.038874,0.010428,0.021902,0.002299,0.007931,0.028575,0.022125,0.006449,0.028829,0.101712,0.011593,0.500755,0.121890,0.061114,0.598548,0.011660,0.215480,1.776314,0.985638,1.016022,0.537200,0.545745,0.425027,0.325225,0.271372,0.249393,0.193631,0.186754,0.226353,0.174540,0.021573,0.010967,0.056023,0.028400,0.052141,0.019039,0.028828,0.004731,0.014871,0.034312,0.022365,0.010618,0.016191,neutral
0.138345,0.023132,3.030731,0.251550,0.243410,0.654691,0.014528,0.179000,-25.632352,3.185250,-0.060933,-0.060557,-0.393826,0.237159,0.177549,-0.018612,0.046562,0.133066,0.004237,0.130471,0.048932,0.010965,0.004525,0.023957,0.026735,0.038506,0.025752,0.019644,0.001569,0.009726,0.016133,0.013482,0.005821,0.023031,0.110234,0.015312,0.291657,0.097837,0.028378,0.480623,0.010330,0.166694,1.634370,0.762436,0.759656,0.301380,0.373324,0.269104,0.403693,0.174240,0.251809,0.208114,0.239166,0.199466,0.224294,0.014154,0.004918,0.022662,0.039196,0.023863,0.036590,0.014874,0.002040,0.016597,0.019579,0.014239,0.011365,0.011587,neutral
0.136175,0.024859,3.157046,0.247757,0.236532,1.183671,0.007752,0.214125,-24.625503,1.460912,-0.624611,-0.004023,-0.097619,0.170946,-0.046767,-0.119589,0.047596,-0.159450,-0.080907,-0.056707,-0.061338,0.019154,0.005094,0.019001,0.023144,0.016600,0.012904,0.015718,0.004582,0.006951,0.019114,0.022563,0.007624,0.019088,0.059074,0.020405,0.151825,0.056073,0.021669,0.616137,0.004554,0.142110,1.558624,1.148383,0.611879,0.468381,0.473448,0.301119,0.279701,0.301703,0.260210,0.268277,0.308242,0.230255,0.214887,0.024900,0.006700,0.018322,0.026542,0.018890,0.016995,0.017841,0.006426,0.008267,0.024454,0.023822,0.009868,0.009555,neutral
0.160418,0.021912,2.910154,0.249621,0.230822,0.737285,0.018404,0.234968,-25.789921,3.237259,-0.295398,-0.379135,-0.232626,0.019049,0.122191,0.103282,-0.040599,0.050151,-0.012790,0.006614,0.074910,0.013629,0.009982,0.021820,0.022417,0.024909,0.017432,0.027291,0.002472,0.010250,0.015345,0.015284,0.007587,0.020119,0.168458,0.014861,0.336085,0.152990,0.035144,0.792556,0.011649,0.283266,1.887455,1.052537,0.862916,0.421759,0.398085,0.280239,0.344541,0.257173,0.308786,0.210990,0.216184,0.214847,0.200184,0.020708,0.016070,0.030903,0.028741,0.021994,0.023511,0.028471,0.004123,0.017591,0.014090,0.018105,0.014504,0.011106,neutral
0.181856,0.015152,3.057607,0.276642,0.226230,1.733382,0.006818,0.322750,-24.005548,0.385607,-0.761384,-0.107753,0.131124,0.299339,-0.099580,-0.029590,-0.002614,-0.105546,-0.003408,-0.016248,-0.183566,0.014993,0.005611,0.030905,0.006437,0.005158,0.014158,0.020294,0.012105,0.007044,0.006735,0.018388,0.008311,0.017648,0.052055,0.008294,0.407947,0.039423,0.015966,0.429518,0.003162,0.090165,1.100325,0.554009,0.353057,0.337392,0.395513,0.336187,0.264554,0.324653,0.296961,0.233111,0.279260,0.223233,0.278495,0.014689,0.005790,0.036143,0.008532,0.004566,0.015408,0.027654,0.015110,0.008440,0.008542,0.018059,0.007459,0.011100,neutral
0.151971,0.037317,3.075669,0.241910,0.217148,1.222337,0.010697,0.243750,-23.474192,1.116333,-0.893051,-0.128349,-0.205952,0.053764,-0.169722,-0.163879,-0.171684,0.103938,-0.094385,0.153782,-0.114210,0.014830,0.007509,0.012518,0.009844,0.008650,0.009225,0.018146,0.009289,0.017505,0.018885,0.018455,0.009377,0.016354,0.078400,0.029371,0.375832,0.065509,0.035703,0.567928,0.006384,0.157530,1.597758,1.227001,0.799213,0.451331,0.586500,0.392166,0.304488,0.324590,0.314463,0.306998,0.349709,0.338178,0.352271,0.022003,0.010905,0.016115,0.012889,0.009234,0.010873,0.024660,0.011967,0.021339,0.018814,0.024289,0.011388,0.010526,neutral
0.162797,0.054620,3.241854,0.263462,0.229778,1.481976,0.008383,0.277938,-21.963149,1.016652,-0.767668,-0.259036,-0.467775,0.486906,-0.214307,-0.159755,0.125488,0.021922,-0.228325,0.092558,-0.315825,0.018813,0.004777,0.018504,0.005582,0.008211,0.011436,0.009137,0.005188,0.009102,0.012153,0.035993,0.019358,0.018212,0.044362,0.016072,0.099782,0.043212,0.023578,0.422181,0.003225,0.095683,0.483216,0.656450,0.501412,0.345017,0.353366,0.229380,0.192767,0.262450,0.247586,0.266615,0.182084,0.167285,0.289553,0.015208,0.005118,0.040438,0.003876,0.010686,0.005445,0.013004,0.006363,0.010690,0.009038,0.022440,0.014941,0.011220,neutral
0.097650,0.034261,3.030106,0.199664,0.222408,0.530342,0.019200,0.129556,-25.428772,3.131881,-0.475148,-0.368723,-0.361557,0.144219,-0.015155,-0.064761,0.039387,0.133184,-0.004472,0.141728,0.027200,0.009351,0.007725,0.015207,0.011448,0.032007,0.024686,0.034636,0.005861,0.012585,0.019524,0.018252,0.006955,0.024267,0.075472,0.034052,0.303870,0.071648,0.032410,0.483632,0.011886,0.130273,2.013840,0.494769,0.871803,0.434736,0.542506,0.351162,0.350728,0.318635,0.313297,0.278389,0.237200,0.253470,0.210214,0.010571,0.010329,0.016575,0.017951,0.033227,0.034482,0.036998,0.011192,0.016289,0.024326,0.024094,0.012109,0.010295,neutral
0.063830,0.039232,3.135150,0.154878,0.196970,0.356517,0.021131,0.079875,-24.620779,3.198539,-0.716260,-0.301368,-0.454417,0.170427,0.203514,0.131069,0.008716,0.050265,-0.263653,0.031412,-0.296121,0.044084,0.008647,0.029287,0.013664,0.027585,0.017417,0.014792,0.002830,0.006077,0.008195,0.013466,0.011647,0.026231,0.022148,0.030862,0.141891,0.017446,0.019491,0.217383,0.014769,0.035190,1.798082,0.458648,0.535358,0.370318,0.398375,0.522217,0.323881,0.364665,0.220428,0.263944,0.290014,0.340070,0.311154,0.070189,0.011709,0.034701,0.015395,0.031963,0.017317,0.011817,0.004095,0.010082,0.007777,0.020905,0.016371,0.015271,neutral
